asin,reviewerID,adjusted_rating,overall,overall_mean,new_reviewerID,new_asin
B000050FDY,AVMFIEIUQ0YX9,0,5,5,31,7
B000050FDY,A1MQQEM7W77L62,2,5,3,32,7
B000050FDY,A10ZBR6O8S8OCY,0.75,5,4.25,33,7
B000050FDY,A2X3HY225S0L3T,0,5,5,34,7
B000050FDY,AVZNYJVJ7HJ9M,0.4,5,4.6,35,7
B000050FDY,AG8UWL56LLU35,0,4,4,36,7
B000050FDY,ABPNZ9RKXOP0E,0,5,5,37,7
B000050FDY,A198RQKA8VFDQ8,0,5,5,38,7
B000050FDY,A1DWCV364HR156,0,5,5,39,7
B000050FDY,AXKNMOECIV3ZA,0,5,5,40,7
B000050FDY,A14Z6D3IRJ23F7,1,5,4,41,7
B000050FDY,A2T4D8EJI2IJ2K,0,3,3,42,7
B000050FDY,A1NLVZ80ZWXKPR,0,5,5,43,7
B000050FDY,AZAC8O310IK4E,0,4,4,44,7
B000050FDY,A3RX2SPLAXUFZH,0,5,5,45,7
B000050FDY,A15SDV9Y72IHNQ,0,4,4,46,7
B000050FDY,A141OPVE376YFI,1.285714286,5,3.714285714,1,7
B000050FDY,A1CYTBE7LLUQ8F,0,5,5,47,7
B000050FDY,ABRLIXG3M9EBQ,0,5,5,48,7
B000052YAN,A3OCF8Z95NT8OD,0,5,5,49,8
B000052YAN,A1COF3DT4YLW3,1,4,3,50,8
B000052YAN,ANV9L0JU6BNL,0.5,5,4.5,51,8
B000052YAN,ACTVXNBEPLW2S,-0.2,4,4.2,52,8
B000052YAN,ACTVXNBEPLW2S,-0.2,4,4.2,52,8
B000052YAN,A3OCF8Z95NT8OD,0,5,5,49,8
B000052YAN,A1COF3DT4YLW3,1,4,3,50,8
B000052YAN,ANV9L0JU6BNL,0.5,5,4.5,51,8
B000052YAN,ACTVXNBEPLW2S,-0.2,4,4.2,52,8
B000052YAN,ACTVXNBEPLW2S,-0.2,4,4.2,52,8
B000052YD8,AAV5IVZ1RNQU1,1.333333333,5,3.666666667,53,9
B000052YD8,A2CGJQFEI8JRF7,0,5,5,54,9
B000052YD8,A1JZFGZEZVWQPY,0,5,5,55,9
B000052YD8,AAV5IVZ1RNQU1,1.333333333,5,3.666666667,53,9
B000052YD8,A2CGJQFEI8JRF7,0,5,5,54,9
B000052YD8,A1JZFGZEZVWQPY,0,5,5,55,9
B000052Y8Z,A373TMELHR87FU,0,3,3,56,10
B000052Y8Z,A373TMELHR87FU,0,3,3,56,10
B00005308B,A12NEHTCS1IX97,-1,1,2,57,11
B00005308B,A12NEHTCS1IX97,-1,1,2,57,11
B0000530P4,A2C58G8O40YC7T,-2.125,2,4.125,58,12
B0000530P4,A2C58G8O40YC7T,-2.125,2,4.125,58,12
B0000530HU,A2CTM1BYAXTYLX,0,5,5,59,13
B0000530HU,A2CTM1BYAXTYLX,0,5,5,59,13
B0000530HU,A2AHHKQAG09J41,0,5,5,25,13
B0000530HU,A8652IQTWGPPB,0.5,5,4.5,60,13
B0000530HU,A3EMHDMASZB1P4,0,5,5,61,13
B0000530HU,AQIZXQVQH9BI1,0,5,5,62,13
B0000530HU,A2IKX23YZ3T794,0,5,5,63,13
B0000530HU,A3STNOM2SK03VU,0,4,4,64,13
B0000530HU,A1J5XMS63G3T53,0,4,4,65,13
B0000530HU,ABPNZ9RKXOP0E,0,5,5,37,13
B0000530HU,A2CISABJZ1N9U5,0,5,5,66,13
B0000530HU,A2KOBZRD158P6N,0.75,5,4.25,67,13
B0000530HU,A3VISIN9Q1H7C5,0.25,3,2.75,68,13
B0000530HU,A1S4VSSFW309QE,0,5,5,69,13
B0000530HU,A1P27PQK85DX3E,-1,1,2,70,13
B0000530HU,A2FG2SC7XCYHWX,1,5,4,71,13
B0000530HU,A3CIUOJXQ5VDQ2,0,5,5,72,13
B0000530HU,A1W9C4TZA5YCBL,0,5,5,73,13
B0000530HU,A1VWIMRN2DNVAM,0.5,4,3.5,74,13
B0000530HU,A359YG1L6FHXVA,0,5,5,75,13
B0000530HU,A2VWSK3F2DKL10,0,5,5,76,13
B0000530HU,A2ICBFAXR7I7DM,0,5,5,77,13
B0000530HU,A3TA8JVTYTXHKA,0.2,5,4.8,78,13
B0000530HU,A1SLGX7ZBYISBX,0,5,5,79,13
B0000530HU,A1IYW63ZV9E8YK,0.5,5,4.5,80,13
B0000530HU,A2ZQUMZU1OGE3Q,0,5,5,81,13
B0000530HU,A1ICFBCE694MQ5,0,5,5,82,13
B0000530HU,ASPKA5PFXCC0K,1,5,4,83,13
B0000530HU,A1IZROSWD5OKXI,1,5,4,84,13
B0000530HU,A5I9RQGWZ6VOG,-0.5,1,1.5,85,13
B0000530HU,AA135P8N5Y3MZ,0.285714286,5,4.714285714,86,13
B0000530HU,A3G0ZPL89MCFAF,-0.75,2,2.75,87,13
B0000530HU,A3Q12NUZUM5ECC,-1,1,2,88,13
B0000530HU,APLRAELXAIVWZ,1.6,5,3.4,89,13
B0000530HU,A3AMP8ZS2WQ94N,0,5,5,90,13
B0000530HU,A3AMP8ZS2WQ94N,0,5,5,90,13
B0000530HU,A1DVU7UVKZQ3ME,0,5,5,91,13
B0000530HU,A27ZOVTXLR1FKY,0.4,5,4.6,92,13
B0000530HU,A2BLIVINCF4M6Y,0,5,5,93,13
B0000530HU,A2H6OCY8IL0IK2,-1,1,2,94,13
B0000530HU,A1Y5A7CWQI06W8,0,5,5,95,13
B0000530HU,A1WUZ5KC7VPM3T,0,5,5,96,13
B0000530HU,AXJ1QYBUL86ON,0.2,5,4.8,97,13
B0000530HU,A3H7T87S984REU,0,5,5,98,13
B0000530HU,A15RKW4XECH2DN,0.5,5,4.5,99,13
B0000530HU,A3J034YH7UG4KT,0,1,1,100,13
B0000530HU,AAV5IVZ1RNQU1,-2.666666667,1,3.666666667,53,13
B0000530HU,AAV5IVZ1RNQU1,1.333333333,5,3.666666667,53,13
B0000530HU,A10Y59HW4O47N0,0,5,5,101,13
B0000530HU,A1H2RD4UOB9FCZ,0.25,5,4.75,102,13
B0000530HU,AJKZF45F36GM6,-0.4,4,4.4,103,13
B0000530HU,AJKZF45F36GM6,0.6,5,4.4,103,13
B0000530HU,A3IUZTFFQM3H31,0,5,5,104,13
B0000530HU,A3IUZTFFQM3H31,0,5,5,104,13
B0000530HU,A35KGDGPB82YMQ,0.25,5,4.75,105,13
B0000530HU,A2UEO5XR3598GI,1,5,4,106,13
B0000530HU,AW7BIYHXUIZ62,0.428571429,5,4.571428571,107,13
B0000530HU,AIJG66AHTNTOB,0.5,5,4.5,108,13
B0000530HU,A3T1KATJEI7I29,0.25,5,4.75,109,13
B0000530HU,ANBR2638OZ26C,-1.6,1,2.6,110,13
B0000530HU,A2CTM1BYAXTYLX,0,5,5,59,13
B0000530HU,A2CTM1BYAXTYLX,0,5,5,59,13
B0000530HU,A2AHHKQAG09J41,0,5,5,25,13
B0000530HU,A8652IQTWGPPB,0.5,5,4.5,60,13
B0000530HU,A3EMHDMASZB1P4,0,5,5,61,13
B0000530HU,AQIZXQVQH9BI1,0,5,5,62,13
B0000530HU,A2IKX23YZ3T794,0,5,5,63,13
B0000530HU,A3STNOM2SK03VU,0,4,4,64,13
B0000530HU,A1J5XMS63G3T53,0,4,4,65,13
B0000530HU,ABPNZ9RKXOP0E,0,5,5,37,13
B0000530HU,A2CISABJZ1N9U5,0,5,5,66,13
B0000530HU,A2KOBZRD158P6N,0.75,5,4.25,67,13
B0000530HU,A3VISIN9Q1H7C5,0.25,3,2.75,68,13
B0000530HU,A1S4VSSFW309QE,0,5,5,69,13
B0000530HU,A1P27PQK85DX3E,-1,1,2,70,13
B0000530HU,A2FG2SC7XCYHWX,1,5,4,71,13
B0000530HU,A3CIUOJXQ5VDQ2,0,5,5,72,13
B0000530HU,A1W9C4TZA5YCBL,0,5,5,73,13
B0000530HU,A1VWIMRN2DNVAM,0.5,4,3.5,74,13
B0000530HU,A359YG1L6FHXVA,0,5,5,75,13
B0000530HU,A2VWSK3F2DKL10,0,5,5,76,13
B0000530HU,A2ICBFAXR7I7DM,0,5,5,77,13
B0000530HU,A3TA8JVTYTXHKA,0.2,5,4.8,78,13
B0000530HU,A1SLGX7ZBYISBX,0,5,5,79,13
B0000530HU,A1IYW63ZV9E8YK,0.5,5,4.5,80,13
B0000530HU,A2ZQUMZU1OGE3Q,0,5,5,81,13
B0000530HU,A1ICFBCE694MQ5,0,5,5,82,13
B0000530HU,ASPKA5PFXCC0K,1,5,4,83,13
B0000530HU,A1IZROSWD5OKXI,1,5,4,84,13
B0000530HU,A5I9RQGWZ6VOG,-0.5,1,1.5,85,13
B0000530HU,AA135P8N5Y3MZ,0.285714286,5,4.714285714,86,13
B0000530HU,A3G0ZPL89MCFAF,-0.75,2,2.75,87,13
B0000530HU,A3Q12NUZUM5ECC,-1,1,2,88,13
B0000530HU,APLRAELXAIVWZ,1.6,5,3.4,89,13
B0000530HU,A3AMP8ZS2WQ94N,0,5,5,90,13
B0000530HU,A3AMP8ZS2WQ94N,0,5,5,90,13
B0000530HU,A1DVU7UVKZQ3ME,0,5,5,91,13
B0000530HU,A27ZOVTXLR1FKY,0.4,5,4.6,92,13
B0000530HU,A2BLIVINCF4M6Y,0,5,5,93,13
B0000530HU,A2H6OCY8IL0IK2,-1,1,2,94,13
B0000530HU,A1Y5A7CWQI06W8,0,5,5,95,13
B0000530HU,A1WUZ5KC7VPM3T,0,5,5,96,13
B0000530HU,AXJ1QYBUL86ON,0.2,5,4.8,97,13
B0000530HU,A3H7T87S984REU,0,5,5,98,13
B0000530HU,A15RKW4XECH2DN,0.5,5,4.5,99,13
B0000530HU,A3J034YH7UG4KT,0,1,1,100,13
B0000530HU,AAV5IVZ1RNQU1,-2.666666667,1,3.666666667,53,13
B0000530HU,AAV5IVZ1RNQU1,1.333333333,5,3.666666667,53,13
B0000530HU,A10Y59HW4O47N0,0,5,5,101,13
B0000530HU,A1H2RD4UOB9FCZ,0.25,5,4.75,102,13
B0000530HU,AJKZF45F36GM6,-0.4,4,4.4,103,13
B0000530HU,AJKZF45F36GM6,0.6,5,4.4,103,13
B0000530HU,A3IUZTFFQM3H31,0,5,5,104,13
B0000530HU,A3IUZTFFQM3H31,0,5,5,104,13
B0000530HU,A35KGDGPB82YMQ,0.25,5,4.75,105,13
B0000530HU,A2UEO5XR3598GI,1,5,4,106,13
B0000530HU,AW7BIYHXUIZ62,0.428571429,5,4.571428571,107,13
B0000530HU,AIJG66AHTNTOB,0.5,5,4.5,108,13
B0000530HU,A3T1KATJEI7I29,0.25,5,4.75,109,13
B0000530HU,ANBR2638OZ26C,-1.6,1,2.6,110,13
B00005354G,A1IU7S4HCK1XK0,-0.444444444,4,4.444444444,111,14
B00005354G,A1IU7S4HCK1XK0,-0.444444444,4,4.444444444,111,14
B00005355V,AVQ8VIL3L67F6,0.5,3,2.5,112,15
B00005355V,A29O21ZWB1KN07,0,5,5,113,15
B00005355V,A1UBUX7VM3QC9N,-0.666666667,3,3.666666667,114,15
B00005355V,AVQ8VIL3L67F6,0.5,3,2.5,112,15
B00005355V,A29O21ZWB1KN07,0,5,5,113,15
B00005355V,A1UBUX7VM3QC9N,-0.666666667,3,3.666666667,114,15
B0000533AX,AJFX9A874WWHI,-1.5,2,3.5,115,16
B0000533AX,AJFX9A874WWHI,-1.5,2,3.5,115,16
B00005B2PU,A2O1HKVS743RGQ,-1,3,4,116,17
B00005B2PU,A2O1HKVS743RGQ,-1,3,4,116,17
B00005JS5C,A26LS61FPC8PMZ,2,5,3,117,18
B00005JS5C,A1X1X9IAH8I5CZ,2,5,3,118,18
B00005JS5C,A1SSDJF75K9B0D,0,5,5,119,18
B00005JS5C,A6OFD9EMNRTXF,0.333333333,5,4.666666667,120,18
B00005JS5C,A3K0801D5H1F0C,1.8,5,3.2,121,18
B00005JS5C,AO6MLL9BTVD3D,1.25,5,3.75,122,18
B00005JS5C,A24VXUHMXLIC8S,0,5,5,123,18
B00005JS5C,A2YWRXB0DOF23J,0,5,5,124,18
B00005JS5C,APV5YZZMRAJKT,0.5,5,4.5,19,18
B00005JS5C,A2UO8QV596ZXRD,0,5,5,125,18
B00005JS5C,A2E4GK917PY2L9,0,5,5,126,18
B00005JS5C,A1KOU7IY7OFDRW,0.6,4,3.4,127,18
B00005JS5C,A58N07M0ZCYMB,0,5,5,128,18
B00005JS5C,A1BFP7FT8O803B,0.5,5,4.5,129,18
B00005JS5C,A3M5LRX1FOSEPQ,0,4,4,130,18
B00005JS5C,A6L3XM9Y0KMLR,0,5,5,131,18
B00005JS5C,A2GJRHBC534M9D,0,4,4,132,18
B00005JS5C,A3ONPY80MN5SZL,1.2,4,2.8,133,18
B00005JS5C,A2RFA4F75DKHAW,-0.5,4,4.5,134,18
B00005JS5C,A5PANYFT4P0TW,1,5,4,135,18
B00005JS5C,A1KVKQPC6VL9GT,-0.5,4,4.5,136,18
B00005JS5C,A22CW0ZHY3NJH8,0.652173913,5,4.347826087,137,18
B00005JS5C,A1V5H6GOJ8T2UK,0,5,5,138,18
B00005JS5C,A2XOO6E7GAT1XB,0,4,4,139,18
B00005JS5C,A4KS4SV5112AG,-0.75,2,2.75,140,18
B00005JS5C,A22I62ZXKTQRN,0,5,5,141,18
B00005JS5C,A3Q11JB1BTGPW1,0.25,5,4.75,142,18
B00005JS5C,A2OVRAIB0FAXV8,0.75,4,3.25,143,18
B00005JS5C,A2PN1XRYRXRWDB,0.5,5,4.5,144,18
B00005JS5C,A2AAKK8ZTE6G3X,0,5,5,145,18
B00005JS5C,AHMYTGU4SYPCN,1,4,3,146,18
B00005JS5C,ARNZJ6RCAEHQZ,0,4,4,147,18
B00005JS5C,AUI4HWC409M63,0,5,5,148,18
B00005JS5C,A12OU4WVSX7BZ,0,5,5,149,18
B00005JS5C,AT8TS7XTO8TIE,0.75,5,4.25,150,18
B00005JS5C,A313135MAIXO6F,0,5,5,151,18
B00005JS5C,A39JPF0UUIN29,0,5,5,152,18
B00005JS5C,AZBJKXB19STRA,1,4,3,153,18
B00005JS5C,A2FXMO7VFH0KT6,-1.2,3,4.2,154,18
B00005JS5C,A2ZKF3UU1TF14L,0.8,5,4.2,155,18
B00005JS5C,A3V14SK22N2VAI,-0.25,3,3.25,156,18
B00005JS5C,A13LA6WF3JLEZR,0,5,5,157,18
B00005JS5C,A2690TEJA2N778,0.25,4,3.75,158,18
B00005JS5C,A1WH0EW3KERGW9,0.5,5,4.5,159,18
B00005JS5C,A19FRW264WZTGP,0.5,5,4.5,160,18
B00005JS5C,A26LS61FPC8PMZ,2,5,3,117,18
B00005JS5C,A1X1X9IAH8I5CZ,2,5,3,118,18
B00005JS5C,A1SSDJF75K9B0D,0,5,5,119,18
B00005JS5C,A6OFD9EMNRTXF,0.333333333,5,4.666666667,120,18
B00005JS5C,A3K0801D5H1F0C,1.8,5,3.2,121,18
B00005JS5C,AO6MLL9BTVD3D,1.25,5,3.75,122,18
B00005JS5C,A24VXUHMXLIC8S,0,5,5,123,18
B00005JS5C,A2YWRXB0DOF23J,0,5,5,124,18
B00005JS5C,APV5YZZMRAJKT,0.5,5,4.5,19,18
B00005JS5C,A2UO8QV596ZXRD,0,5,5,125,18
B00005JS5C,A2E4GK917PY2L9,0,5,5,126,18
B00005JS5C,A1KOU7IY7OFDRW,0.6,4,3.4,127,18
B00005JS5C,A58N07M0ZCYMB,0,5,5,128,18
B00005JS5C,A1BFP7FT8O803B,0.5,5,4.5,129,18
B00005JS5C,A3M5LRX1FOSEPQ,0,4,4,130,18
B00005JS5C,A6L3XM9Y0KMLR,0,5,5,131,18
B00005JS5C,A2GJRHBC534M9D,0,4,4,132,18
B00005JS5C,A3ONPY80MN5SZL,1.2,4,2.8,133,18
B00005JS5C,A2RFA4F75DKHAW,-0.5,4,4.5,134,18
B00005JS5C,A5PANYFT4P0TW,1,5,4,135,18
B00005JS5C,A1KVKQPC6VL9GT,-0.5,4,4.5,136,18
B00005JS5C,A22CW0ZHY3NJH8,0.652173913,5,4.347826087,137,18
B00005JS5C,A1V5H6GOJ8T2UK,0,5,5,138,18
B00005JS5C,A2XOO6E7GAT1XB,0,4,4,139,18
B00005JS5C,A4KS4SV5112AG,-0.75,2,2.75,140,18
B00005JS5C,A22I62ZXKTQRN,0,5,5,141,18
B00005JS5C,A3Q11JB1BTGPW1,0.25,5,4.75,142,18
B00005JS5C,A2OVRAIB0FAXV8,0.75,4,3.25,143,18
B00005JS5C,A2PN1XRYRXRWDB,0.5,5,4.5,144,18
B00005JS5C,A2AAKK8ZTE6G3X,0,5,5,145,18
B00005JS5C,AHMYTGU4SYPCN,1,4,3,146,18
B00005JS5C,ARNZJ6RCAEHQZ,0,4,4,147,18
B00005JS5C,AUI4HWC409M63,0,5,5,148,18
B00005JS5C,A12OU4WVSX7BZ,0,5,5,149,18
B00005JS5C,AT8TS7XTO8TIE,0.75,5,4.25,150,18
B00005JS5C,A313135MAIXO6F,0,5,5,151,18
B00005JS5C,A39JPF0UUIN29,0,5,5,152,18
B00005JS5C,AZBJKXB19STRA,1,4,3,153,18
B00005JS5C,A2FXMO7VFH0KT6,-1.2,3,4.2,154,18
B00005JS5C,A2ZKF3UU1TF14L,0.8,5,4.2,155,18
B00005JS5C,A3V14SK22N2VAI,-0.25,3,3.25,156,18
B00005JS5C,A13LA6WF3JLEZR,0,5,5,157,18
B00005JS5C,A2690TEJA2N778,0.25,4,3.75,158,18
B00005JS5C,A1WH0EW3KERGW9,0.5,5,4.5,159,18
B00005JS5C,A19FRW264WZTGP,0.5,5,4.5,160,18
B00005U8U8,A7T7LSY3TN2F1,0,5,5,161,19
B00005U8U8,A2PSC7LUNIDEAH,-0.2,4,4.2,162,19
B00005U8U8,A7T7LSY3TN2F1,0,5,5,161,19
B00005U8U8,A2PSC7LUNIDEAH,-0.2,4,4.2,162,19
B000065AB1,AVQ8VIL3L67F6,-0.5,2,2.5,112,20
B000065AB1,A1UBUX7VM3QC9N,0.333333333,4,3.666666667,114,20
B000065AB1,AVQ8VIL3L67F6,-0.5,2,2.5,112,20
B000065AB1,A1UBUX7VM3QC9N,0.333333333,4,3.666666667,114,20
B000067E30,A21KA5QP7WC3TP,0,4,4,163,21
B000067E30,A2PLGB52VCSYHG,0,5,5,164,21
B000067E30,ABLOQZIL42W7I,0.785714286,5,4.214285714,165,21
B000067E30,A1CJPRUT6GHTGO,0,5,5,166,21
B000067E30,A1CJPRUT6GHTGO,0,5,5,166,21
B000067E30,A2065HBMYDXJ1S,1.444444444,5,3.555555556,167,21
B000067E30,ABLOQZIL42W7I,-0.214285714,4,4.214285714,165,21
B000067E30,A1OW2NXWJ4EJ8F,-0.5,4,4.5,168,21
B000067E30,A21KA5QP7WC3TP,0,4,4,163,21
B000067E30,A2PLGB52VCSYHG,0,5,5,164,21
B000067E30,ABLOQZIL42W7I,0.785714286,5,4.214285714,165,21
B000067E30,A1CJPRUT6GHTGO,0,5,5,166,21
B000067E30,A1CJPRUT6GHTGO,0,5,5,166,21
B000067E30,A2065HBMYDXJ1S,1.444444444,5,3.555555556,167,21
B000067E30,ABLOQZIL42W7I,-0.214285714,4,4.214285714,165,21
B000067E30,A1OW2NXWJ4EJ8F,-0.5,4,4.5,168,21
B000068PBP,A1CPRP3VFJRS1R,-1,2,3,169,22
B000068PBP,A3ONE2VJCDI5GZ,0,3,3,170,22
B000068PBP,A3355TU2GYGQQ3,0,5,5,171,22
B000068PBP,A1CPRP3VFJRS1R,-1,2,3,169,22
B000068PBP,A3ONE2VJCDI5GZ,0,3,3,170,22
B000068PBP,A3355TU2GYGQQ3,0,5,5,171,22
B000068PBM,AJQQ33S4LZ8SM,-1,3,4,172,23
B000068PBM,A3M2GOIB3HIXZD,-0.5,4,4.5,173,23
B000068PBM,A2DG9F8YOXNY7Y,0.111111111,4,3.888888889,174,23
B000068PBM,AJQQ33S4LZ8SM,-1,3,4,172,23
B000068PBM,A3M2GOIB3HIXZD,-0.5,4,4.5,173,23
B000068PBM,A2DG9F8YOXNY7Y,0.111111111,4,3.888888889,174,23
B000068PBQ,A7T7LSY3TN2F1,0,5,5,161,24
B000068PBQ,A7T7LSY3TN2F1,0,5,5,161,24
B000068PBO,A1TVTDKNMSQ7XU,0,5,5,9,25
B000068PBO,A1TVTDKNMSQ7XU,0,5,5,9,25
B000068PBK,A1UBUX7VM3QC9N,0.333333333,4,3.666666667,114,26
B000068PBK,A1UBUX7VM3QC9N,0.333333333,4,3.666666667,114,26
B000068PBN,A2DG9F8YOXNY7Y,0.111111111,4,3.888888889,174,27
B000068PBN,A1GX53VKUTNUT0,0,3,3,175,27
B000068PBN,A2DG9F8YOXNY7Y,0.111111111,4,3.888888889,174,27
B000068PBN,A1GX53VKUTNUT0,0,3,3,175,27
B000068PBJ,A245FDGAV2C3KW,0,5,5,176,28
B000068PBJ,A2HC9549CZAKNN,0.25,5,4.75,177,28
B000068PBJ,A1CAVQS0AO5GOP,0.5,5,4.5,178,28
B000068PBJ,ALVES1OA7MBXP,1,4,3,179,28
B000068PBJ,A1CPRP3VFJRS1R,1,4,3,169,28
B000068PBJ,A1IU7S4HCK1XK0,0.555555556,5,4.444444444,111,28
B000068PBJ,A35WM8XO5J7XSS,0,4,4,180,28
B000068PBJ,AGJW5Z8PFYOPZ,-0.75,3,3.75,181,28
B000068PBJ,A36WTQL2AW6NR5,0.5,5,4.5,182,28
B000068PBJ,A245FDGAV2C3KW,0,5,5,176,28
B000068PBJ,A2HC9549CZAKNN,0.25,5,4.75,177,28
B000068PBJ,A1CAVQS0AO5GOP,0.5,5,4.5,178,28
B000068PBJ,ALVES1OA7MBXP,1,4,3,179,28
B000068PBJ,A1CPRP3VFJRS1R,1,4,3,169,28
B000068PBJ,A1IU7S4HCK1XK0,0.555555556,5,4.444444444,111,28
B000068PBJ,A35WM8XO5J7XSS,0,4,4,180,28
B000068PBJ,AGJW5Z8PFYOPZ,-0.75,3,3.75,181,28
B000068PBJ,A36WTQL2AW6NR5,0.5,5,4.5,182,28
B000068PBL,A1CAVQS0AO5GOP,-0.5,4,4.5,178,29
B000068PBL,A2DG9F8YOXNY7Y,0.111111111,4,3.888888889,174,29
B000068PBL,A2XCIUPUV389GK,0,5,5,183,29
B000068PBL,A3ONE2VJCDI5GZ,0,3,3,170,29
